brand,description,image_url,origin,price,price_per_unit,product_id,promo_price,shelter_child,shelter_main,shelter_parent,url
,Veau2x côte sans os *** à griller - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734683&use=l&cat=p&typeid=i,,6.03 €,23.19 € / kg,26254,6.03 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26254-Veau2x-cote-sans-os-.aspx
,Veau 2x escalope ***  à griller - 260g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734671&use=l&cat=p&typeid=i,,6.49 €,24.96 € / kg,27495,6.49 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27495-Veau-2x-escalope-.aspx
,Veau 1x escalope *** à griller - 130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734679&use=l&cat=p&typeid=i,,3.24 €,24.92 € / kg,7306,3.24 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7306-Veau-1x-escalope-.aspx
Férial,Veau : Paupiette Férial x6 780g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1103097&use=l&cat=p&typeid=i,,10.49 €,13.45 € / kg,18072,10.49 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18072-Veau-Paupiette-Ferial-x6.aspx
,Paupiettes de veau Ferial x3 - 390g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1103112&use=l&cat=p&typeid=i,,5.35 €,13.72 € / kg,53652,5.35 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53652-Paupiettes-de-veau-Ferial.aspx
,Veau : Rôti *** 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734687&use=l&cat=p&typeid=i,,11.35 €,18.92 € / kg,24466,11.35 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-24466-Veau-Roti-.aspx
,Veau sauté *** à mijoter - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734695&use=l&cat=p&typeid=i,,9.95 €,16.58 € / kg,7177,9.95 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7177-Veau-saute-.aspx
,Veau osso bucco à mijoter - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=805092&use=l&cat=p&typeid=i,,9.10 €,15.17 € / kg,44187,9.10 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44187-Veau-osso-bucco.aspx
Férial,Haché de veau Férial Façon bouchère VVF 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1297759&use=l&cat=p&typeid=i,,2.85 €,14.25 € / kg,42111,2.85 €,Veau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-42111-Hache-de-veau-Ferial.aspx
,Agneau : Côte ***  A griller x3 - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=608420&use=l&cat=p&typeid=i,France,6.34 €,22.64 € / kg,24467,6.34 €,Agneau,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-24467-Agneau-Cote-.aspx
,Porc : Poitrine tranchée x4 Origine France - 400 g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727845&use=l&cat=p&typeid=i,,4.16 €,10.40 € / kg,27496,4.16 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27496-Porc-Poitrine-tranchee-x4.aspx
Férial,Poitrine Méxicaine Férial x6 -  480g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1677267&use=l&cat=p&typeid=i,,4.35 €,9.06 € / kg,20936,4.35 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20936-Poitrine-Mexicaine-Ferial.aspx
,Côte Échine Porc Label Rouge Sans os - 170g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1594946&use=l&cat=p&typeid=i,,3.21 €,18.88 € / kg,85464,3.21 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-85464-Cote-Echine-Porc-Label-Rouge.aspx
,Porc : Côte échine x6 Origine France - ,https://fd4-photos.leclercdrive.fr/image.ashx?id=727841&use=l&cat=p&typeid=i,,6.76 €,6.63 € / kg,27497,6.76 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27497-Porc-Cote-echine-x6.aspx
,Porc : Côte échine x2 Origine France - 340g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727861&use=l&cat=p&typeid=i,,2.50 €,7.35 € / kg,27060,2.50 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27060-Porc-Cote-echine-x2.aspx
,Porc : Côte échine x4 Origine France - 680g,https://fd4-photos.leclercdrive.fr/image.ashx?id=791940&use=l&cat=p&typeid=i,,4.82 €,7.09 € / kg,27061,4.82 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27061-Porc-Cote-echine-x4.aspx
,Côte première Label Rouge Sans os - 170g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1580574&use=l&cat=p&typeid=i,,3.21 €,18.88 € / kg,85463,3.21 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-85463-Cote-premiere-Label-Rouge.aspx
,Porc : Côte première x6 Origine France - 900g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727837&use=l&cat=p&typeid=i,,7.34 €,8.16 € / kg,27498,7.34 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27498-Porc-Cote-premiere-x6.aspx
,Porc : Côte première x4 Origine France - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727893&use=l&cat=p&typeid=i,,5.58 €,9.30 € / kg,26237,5.58 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26237-Porc-Cote-premiere-x4.aspx
,Porc : Côte première x2 Origine France - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727889&use=l&cat=p&typeid=i,,2.86 €,9.53 € / kg,17635,2.86 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-17635-Porc-Cote-premiere-x2.aspx
,Porc : Côte sans os x2 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727853&use=l&cat=p&typeid=i,France,2.86 €,13.00 € / kg,27055,2.86 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27055-Porc-Cote-sans-os-x2.aspx
,Porc : Côte sans os x4 Origine France - 440g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734675&use=l&cat=p&typeid=i,,4.16 €,9.45 € / kg,27057,4.16 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27057-Porc-Cote-sans-os-x4.aspx
,Araignée de porc  Basquaise - 450g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1426342&use=l&cat=p&typeid=i,,4.99 €,11.09 € / kg,84364,4.99 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-84364-Araignee-de-porc-.aspx
Férial,Porc : Paupiette Férial x6 780g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010375&use=l&cat=p&typeid=i,,5.69 €,7.29 € / kg,18347,5.69 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18347-Porc-Paupiette-Ferial-x6.aspx
,Paupiettes de porc Ferial x3 - 390g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010367&use=l&cat=p&typeid=i,,4.14 €,10.62 € / kg,53651,4.14 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53651-Paupiettes-de-porc-Ferial.aspx
,Porc : Escalope de jambon x4 Origine France - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727865&use=l&cat=p&typeid=i,,5.14 €,12.85 € / kg,27058,5.14 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27058-Porc-Escalope-de-jambon-x4.aspx
,Porc : Rôti carré sans os Barde Origine France - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727881&use=l&cat=p&typeid=i,,7.17 €,11.95 € / kg,7418,7.17 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7418-Porc-Roti-carre-sans-os-Barde.aspx
,Porc : Rôti label rouge Origine France - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=666304&use=l&cat=p&typeid=i,,7.10 €,11.83 € / kg,33731,7.10 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-33731-Porc-Roti-label-rouge.aspx
,Porc : Rôti fumé Origine France - 850g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727897&use=l&cat=p&typeid=i,,9.00 €,10.59 € / kg,34169,9.00 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34169-Porc-Roti-fume.aspx
,Porc : Filet mignon x2 Origine France - 950g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727885&use=l&cat=p&typeid=i,,15.95 €,16.79 € / kg,17636,15.95 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-17636-Porc-Filet-mignon-x2.aspx
,Porc : sauté Origine France - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727877&use=l&cat=p&typeid=i,,5.22 €,8.70 € / kg,7307,5.22 €,Porc,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7307-Porc-saute.aspx
Bio Village,Steak haché Bio Village 5%mg - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072046&use=l&cat=p&typeid=i,,3.40 €,17.00 € / kg,26464,3.40 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26464-Steak-hache-Bio-Village.aspx
Bio Village,Steak haché Bio Village 15%mg - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072049&use=l&cat=p&typeid=i,,3.15 €,15.75 € / kg,26465,3.15 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26465-Steak-hache-Bio-Village.aspx
Bio Village,Steak haché Bio Village 15 % mg façon bouchère - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072043&use=l&cat=p&typeid=i,,3.27 €,13.08 € / kg,27365,3.27 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27365-Steak-hache-Bio-Village-15-mg.aspx
Charal,Steak haché 15%mg Bio Charal  Viande bovine - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1577658&use=l&cat=p&typeid=i,,3.35 €,16.75 € / kg,3916,3.35 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3916-Steak-hache-15mg-Bio-Charal-.aspx
Charal,Steak haché 5%mg Charal Façon bouchère Bio x2 - 240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1608737&use=l&cat=p&typeid=i,,4.40 €,18.33 € / kg,55319,4.40 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55319-Steak-hache-5mg-Charal.aspx
,Steak haché Ferial Façon bouchère VBF - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092595&use=l&cat=p&typeid=i,,2.99 €,11.96 € / kg,49055,2.99 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-49055-Steak-hache-Ferial.aspx
Férial,Steak haché 5%mg Férial façon bouchère VBF 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092607&use=l&cat=p&typeid=i,,3.15 €,12.60 € / kg,27108,3.15 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27108-Steak-hache-5mg-Ferial.aspx
Férial,Steak haché Férial  5%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219195&use=l&cat=p&typeid=i,,4.95 €,12.38 € / kg,16767,4.95 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16767-Steak-hache-Ferial.aspx
Férial,Steak haché Férial  5%mg - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219189&use=l&cat=p&typeid=i,,3.13 €,12.52 € / kg,16744,3.13 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16744-Steak-hache-Ferial-.aspx
Férial,Steak haché Férial  15%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219198&use=l&cat=p&typeid=i,,4.54 €,11.35 € / kg,28424,4.54 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-28424-Steak-hache-Ferial-.aspx
Férial,Steak haché FB Char Férial 12%mg - 100MVBF - 4x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092619&use=l&cat=p&typeid=i,,5.18 €,10.36 € / kg,58645,5.18 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58645-Steak-hache-FB-Char-Ferial.aspx
Férial,Steak haché 15mg Férial Façon bouchère - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092610&use=l&cat=p&typeid=i,,2.63 €,10.52 € / kg,27109,2.63 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27109-Steak-hache-15mg-Ferial.aspx
Férial,Steak haché Férial 15%mg - 8x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1276281&use=l&cat=p&typeid=i,,6.91 €,8.64 € / kg,16742,6.91 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16742-Steak-hache-Ferial.aspx
Férial,Steak haché Férial pur boeuf 5%mg 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092866&use=l&cat=p&typeid=i,,3.09 €,12.36 € / kg,16765,3.09 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16765-Steak-hache-Ferial-pur-boeuf.aspx
Férial,Steak haché Férial 5%mg 4x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=810606&use=l&cat=p&typeid=i,,5.75 €,11.50 € / kg,16739,5.75 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16739-Steak-hache-Ferial.aspx
Férial,Spécial maxi burger Férial VBF - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072058&use=l&cat=p&typeid=i,,3.72 €,9.30 € / kg,55798,3.72 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55798-Special-maxi-burger-Ferial.aspx
Férial,Le spécial burger Férial VBF - 4x80g ,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072055&use=l&cat=p&typeid=i,,2.99 €,9.34 € / kg,55790,2.99 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55790-Le-special-burger-Ferial.aspx
Charal,Steak haché Charal 5%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1599105&use=l&cat=p&typeid=i,,5.94 €,14.85 € / kg,2905,5.94 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2905-Steak-hache-Charal.aspx
Charal,Steak haché Charal 15%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1607153&use=l&cat=p&typeid=i,,5.20 €,13.00 € / kg,2906,5.20 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2906-Steak-hache-Charal.aspx
Charal,Steak haché 15%mg Charal Viande bovine - 2x130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1600095&use=l&cat=p&typeid=i,,3.50 €,13.46 € / kg,3915,3.50 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3915-Steak-hache-15mg-Charal.aspx
Charal,Steak haché Charal 5%mg - 2x130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=652359&use=l&cat=p&typeid=i,,3.86 €,14.85 € / kg,3914,3.86 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3914-Steak-hache-Charal.aspx
Charal,Steak haché Charal Façon bouchère 5%mg - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1578672&use=l&cat=p&typeid=i,,3.22 €,12.88 € / kg,27420,3.22 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27420-Steak-hache-Charal.aspx
Charal,Steak tartare 5%mg Charal Viande bovine 180g+70g de sauce,https://fd4-photos.leclercdrive.fr/image.ashx?id=1641359&use=l&cat=p&typeid=i,,3.82 €,15.28 € / kg,10405,3.82 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10405-Steak-tartare-5mg-Charal.aspx
Férial,Haché de porc Férial VPF x2 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1104496&use=l&cat=p&typeid=i,,1.65 €,7.50 € / kg,42113,1.65 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-42113-Hache-de-porc-Ferial.aspx
Férial,Haché de veau Férial Façon bouchère VVF 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1297759&use=l&cat=p&typeid=i,,2.85 €,14.25 € / kg,42111,2.85 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-42111-Hache-de-veau-Ferial.aspx
Tendriade,Haché de veau Tendriade 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1580517&use=l&cat=p&typeid=i,,3.50 €,17.50 € / kg,10613,3.50 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10613-Hache-de-veau-Tendriade.aspx
,Viande bovine hachée BioVillage Origine France - 5% mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1403481&use=l&cat=p&typeid=i,,5.85 €,16.71 € / kg,27366,5.85 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27366-Viande-bovine-hachee-BioVillage.aspx
Férial,Viande bovine hachée Férial Origine France - 5%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092631&use=l&cat=p&typeid=i,,4.22 €,12.06 € / kg,16741,4.22 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16741-Viande-bovine-hachee-Ferial.aspx
,Viande hachée Ferial Charolais 12%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1276278&use=l&cat=p&typeid=i,France,3.91 €,11.17 € / kg,53187,3.91 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53187-Viande-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 15%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1403484&use=l&cat=p&typeid=i,,3.37 €,9.63 € / kg,16747,3.37 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16747-Viande-bovine-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 15%mg - 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092634&use=l&cat=p&typeid=i,,4.80 €,9.60 € / kg,16737,4.80 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16737-Viande-bovine-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 20%mg - 700g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092637&use=l&cat=p&typeid=i,,6.52 €,9.31 € / kg,16766,6.52 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16766-Viande-bovine-hachee-Ferial.aspx
Férial,Porc Férial + Viande Bovine : Boulette nature x12 - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413054&use=l&cat=p&typeid=i,,2.59 €,8.63 € / kg,18754,2.59 €,Viande hachée et Farce,Viandes Poissons,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18754-Porc-Ferial-Viande-Bovine-.aspx
